"Perform, record, troubleshoot and analyze temperature mapping of manufacturing equipment using Kaye Validator 2000, Advanced systems (AVS), Data loggers and data traces using Val-suite Pro and track sense Pro.
Assist in project management by updating equipment information, calibration schedule, preventive maintenance schedule, re-qualification due dates and schedules in Blue Mountain, Update BMRAM (Blue mountain regulatory asset manager), Share point, doc-compliance, process compliance.
Analyze the situation, perform incident handling and generate deviations, resolve them and implement the new changes in the equipment or process.
Perform data management for study data of different validation activities.
Ensure that all the documentation related to quality validation is in compliance with FDA and CGMP regulations and provide technical support to the validation group as needed.
Perform risk assessments, SWOT analysis, and gap analysis, validate the current state of the equipment, document and analyze the quality standards of the process and equipment.
Analyze validation test data to determine whether systems or processes have met validation criteria or to identify root causes of issues.
Develop validation master plans, process flow diagrams, test cases, or standard operating procedures using MS office and MS Visio.
Prepare, maintain validation and compliance documentation, and conduct validation or qualification tests of new or existing processes, equipment and software in accordance with internal protocols or external standards.

Minimum requirements:

 Bachelor’s in Computer Science or Equivalent is required
 1-5 years relevant experience
 Strong technical writing to develop client process validations
 Excellent communication skills
 Excellent attention to detail, analytical and problem-solving skills
 Experience with IQ, OQ and PQ protocols
 Knowledge of GMPs",data engineer
"Hello Everyone,Please review the below job details and let me know your thoughts.The Senior Software Engineer position will require strong experience in full-stack, hands-on development, and delivery of distributed, multi-tiered, enterprise-level systems with an emphasis on back-end development, particularly database development. You will work closely with the Product team to understand requirements and business specifications around enterprise ETL solutions.This position will work as part of a larger development team focused on supporting a data collection platform that aggregates, normalizes, transforms, and delivers data from financial entities worldwide, including custodians, investment managers, managed accounts, third-party administrators, banks, and corporations.ResponsibilitiesCode software changes based on design specifications. Proactively resolve issues in the specification that will lead to quality, system performance, or architectural issues in the product.Perform thorough unit testing on all relevant platforms as is appropriate for the particular task/project.Regularly inform the manager on progress of the project, identifying risks early in the processCollaborate with Business Analysts and Product Designers to ensure understanding of business requirementsDemonstrate a self-directed and proactive approach to tackling problems and leveraging resourcesQualifications4+ years with MSSQL database technologiesMongoDB experienceUnderstanding of MEAN Stack principals and implementation, including SaaS, OOD\OOP concepts, framework pattern NestJSExperience with design and implementation of best practices for data modelingExperience working with DBA’s on debugging and performance optimizationComprehensive knowledge and implementation of SaaS architecture with scalability and high-performance data processingStrong experience with ETL, SSIS, SSRS, or data transformation processingExperience working with DBA’s and Release Engineering on capacity/upgrade planningFamiliar with Idera SQL Diagnostic Manager- preferredRecent experience within the Financial Industry- preferredEducation: Four-year college degree in a relevant field. Computer Science or Engineering degree a plus.Job Type: Full-timeExperience:ASP.NET : 1 year (Required)C#: 1 year (Required)ETL: 1 year (Required)Fianacial domain : 1 year (Required)MEAN Stack: 1 year (Required)Mongodb: 1 year (Required)MSSQL database: 4 years (Required)SaaS: 1 year (Required)SSIS: 1 year (Required)SSRS: 1 year (Required)Education:Bachelor's (Required)Location:Trenton, NJ (Required)Work authorization:United States (Required)Work Remotely:Temporarily due to COVID-19",data engineer
"DescriptionIn this remote position you will be responsible for delivering enterprise-grade applications in a fast paced, Agile studio. The ideal SoftwareEngineer candidate is resourceful, possesses strong logic skills, proficient in communication/documentation, is dependable, and takes pride intheir work. Attention to detail while following product requirements in necessary.As a member of the development team you will:Match and build user interfaces (UI) to meet product requirementsCoordinate with your Project Manager and team using JiraNavigate Confluence as you research product requirementsTake pride in your work and ensure that all milestones are metCreate strong User Experiences (UX) across all projectsBe dependable and present throughout the work weekCollaborate with and potentially lead other developersCommunicate effectively in EnglishIdeal ExperienceBachelor's Degree in Computer Science or related field and at least 2 years of experience building Web Applications OR 4 years of Web Application development experience. OutSystems certification is highly desired.Core SkillsStrong proficiency in either C# or Swift, 2+ years project experience preferredStrong proficiency modeling, manipulating, and retrieving data from a SQL ServerStrong proficiency working, communicating and creating documentation in EnglishComprehension of JavaScript, jQuery, HTML, CSS, JSONExperience accessing APIs, REST & SOAP webservicesExperience and comfort with Agile methodologiesProficiency using OutSystems Service Studio & Integration StudioRequirementsApplicants will be given a technical assessment - giving them a chance to showcase their logic, database, and analytical skills.Job Type: Full-timePay: $55,000.00 - $98,000.00 per yearBenefits:401(k) matchingDental insuranceHealth insuranceWork Location:Fully RemoteThis Company Describes Its Culture as:Detail-oriented -- quality and precision-focusedOutcome-oriented -- results-focused with strong performance cultureTeam-oriented -- cooperative and collaborativeBenefit Conditions:Waiting period may apply",data engineer
"US Citizenship and a current Secret Clearance or having held one during the last two years. (History of higher clearance a plus)

Description / Justification:
The PdM CPI2 Data Architecture Engineer serves as subject matter expert on all Mission Command (MC) systems (CPCE, MCE, DDS, C2I, Enterprise Services, Chat, AFATDS, P-FED, JADOCS, CPOF, JBC-P, JCR) and have a good understanding of Tactical Radios and Tactical Network data architectures. Develop architectural artifacts to document both as is and to be architectures. Interact with various internal and external organizations, program managers, technical development staff, and other organizational system and data architects independently to generate high-quality artifacts for PdM CPI2. Perform with little or no guidance, interacting with teammates as required, to capture and document the tactical system, and to demonstrate the impacts of suggested changes to the data architecture as well as highlighting changes and impacts to engineering requirements, capabilities and functions. Propose changes necessary to capture and access data from across the organization's enterprise that enable corporate acquisition and decision-making processes, with emphasis on operational decisions

PRIMARY RESPONSIBILITIES:

Develop, prototype, test, and/or assist with new capability development and technology evaluation
Support various complex development efforts in in a security constrained environment
Track, analyze, and communicate commercial technology trends to a non-technical audience
Research diverse problem sets in a quick turn-around environment.
Investigate, troubleshoot, and assist in design solutions to complex engineering problems
Lead the development of the functional, architectural, and detailed designs
Develop and present briefing materials technical and programmatic information
Provide daily and strategic technical tasking
Provide technical insight for Configuration and Risk Management on Data Architecture
Support PdM CPI2 spend plan development
Support test activities, documentation and planning meeting
Coordinate with external and internal agencies

Special Skills / Qualifications:

5+ years of experience in Network Engineering or System Engineering
Advanced knowledge of Microsoft products
Working knowledge of DoD Acquisition
Ability to multi-task and pay strict attention to detail
BS degree – Computer/Network Engineer

Established in 2006, Envision Innovative Solutions is a technology company that uses its knowledge and expertise to develop solutions and solve problems for commercial and government customers with a constant and deliberate commitment to performance and integrity.

Small Disadvantaged Business(SDB), offering a broad range of services.

Over time, we have developed expertise in staffing Technology projects and formed a Recruitment Service to provide staffing and solution needs to commercial customers. Our clients include many Technology and Financial Services companies. We have continued to grow, adding cutting edge networking solutions, web design and e-marketing services, as well as SEO strategy services.

Envision Innovative Solutions is an Equal Opportunity Employer committed to hiring and retaining a diverse workforce regardless of age. U.S. Citizenship is required for most positions.",data engineer
"Company Description

Denodo is the leader in data virtualization – providing unmatched performance, unified access to the broadest range of enterprise, Big Data, cloud and unstructured sources, and the agilest data services provisioning and governance – at less than half the cost of traditional data integration. Denodo’s customers have gained significant business agility and ROI by creating a unified virtual data layer that serves strategic enterprise-wide information needs for agile BI, big data analytics, web and cloud integration, single-view applications, and SOA data services across every major industry. Founded in 1999, Denodo is privately held.
In the 2020 Forrester Wave for Enterprise Data Fabric. Forrester noted that ""Denodo is known for data virtualization, and over the years it has also evolved into a data fabric vendor. Denodo's data fabric solution integrates key data management components, including data integration, data ingestion, data transformation, data governance and security, to support new and emerging use cases including customers 360, real-time and on-demand analytics, IoT analytics, and self-service analytics.""

Job Description

The Opportunity
Denodo is always looking for technical, passionate people to join our Services Engineering team. We want a professional who will consult, develop, train and troubleshoot to enhance our clients’ journey around Data Virtualization.
Your mission: to help customers achieve and maintain success through accelerated adoption and productive use of Denodo solutions.
In this role you will successfully employ a combination of high technical expertise and client management skills to conduct troubleshooting and issue resolution, provide technical guidance and advice through remote or on-site consulting engagements, deliver timely and complete solutions to customer issues, and being a critical point of contact for getting things done among Denodo, partners and client teams.
Location New York, NY
Duties & Responsibilities
As a Data Engineer you will successfully employ a combination of high technical expertise, client communication and coordination skills between clients and internal Denodo teams to achieve your mission.
Obtain and maintain strong knowledge of the Denodo Platform, be able to deliver a superb technical discussion, including overview of our key and advanced features and benefits, services offerings, differentiation, and competitive positioning.
Constantly learn new things and maintain an overview of modern technologies.
Provide technical consulting, training and support.
Diagnose and resolve clients inquiries related to operating Denodo software products in their environment.
Participate in problem escalation and call prevention activities to help clients and other technical specialists increase their efficiency when using Denodo products.
Be able to address a majority of technical questions concerning customization, integration, enterprise architecture and general feature / functionality of our product.
Provide timely, prioritized and complete customer-based feedback to Product Management, Sales, Support and/or Development regarding client’s business cases, requirements and issues.
Train and engage clients in the product architecture, configuration, and use of the Denodo Platform.
Promote knowledge and best practices while managing deliverables and timelines.
Capable of building and/or leading the development of custom deployments based and beyond client’s requirements.
Manage client expectations, establish credibility at all levels within the client and build problem-solving partnerships with the client, partners and colleagues.
Develop white papers, presentations, training materials or documentation on related topics and contribute to knowledge management activities.
Participate in on-call support of Denodo products.
Be willing to travel as necessary to address or service customer needs.

Qualifications

Required Skills
BS or higher degree in Computer Science.
Solid understanding of SQL and good grasp of relational and analytical database management theory and practice.
Good knowledge of JDBC, XML and Web Services APIs.
Excellent verbal and written communication skills to be able to interact with technical and business counterparts.
Active listener.
Strong analytical and problem solving abilities.
Lots of curiosity. You never stop learning new things.
Creativity. We love to be surprised with innovative solutions.
Willingness to travel on occasion.
Be a team worker with positive attitude.

We Value
Experience working with GIT or other version control systems.
Experience working with Big Data and/or noSQL environments like Hadoop, mongoDB, others.
Experience working with caching approaches and technologies such as JCS.
Experience in Windows & Linux (and UNIX) operating systems in server environments.
Business software implementation and integration projects (e.g. ETL/Data Warehouse architectures, CEP, BPM).
Integration with packaged applications (e.g. relational databases, SAP, Siebel, Oracle Financials, Business Intelligence tools, …).
Industry experience in supporting mission critical software components.
Experience in attending customer meetings and writing technical documentation.
Experience in Java software development, especially in the web and database fields.
Foreign language skills are a plus.
Additional Information

Employment Practices
We are committed to equal employment opportunity.
We respect, value and welcome diversity in our workforce.
We do not accept resumes from headhunters or suppliers that have not signed a formal fee agreement. Therefore, any resume received from an unapproved supplier will be considered unsolicited, and we will not be obligated to pay a referral fee.",data engineer
"Job Opportunity
Engineering - Assistant Engineer - Contracts
New Jersey Turnpike Authority

POSITION OBJECTIVE:

Provides support and assistance as needed to manage the various engineering and administrative activities in the Engineering Department’s Contracts Section.

RESPONSIBILITIES:

1. Performs tasks required for the procurement of all Authority construction contracts from final design through bid and award; assists staff in the use of the Authority’s Capital Program Management System.

2. Reviews construction bid plans, specifications, and other deliverables from consultants and Authority engineers for conformance with Authority policies, procedures, standards and administrative code.

3. Assists in research and data collection regarding the Qualified Products List (QPL).

4. Facilitates revisions to the Authority Standard Specifications and other standard documents; reviews contractor prequalification applications and prepares recommendations for the Chief Engineer’s consideration.

5. Attends meetings and prepares correspondence related to the responsibilities above.

This is not intended to be an exhaustive list of all responsibilities, duties, skills, or requirements for the job. Management reserves the right to require that other or different tasks be performed as assigned.

RESPONSIBILITY FOR RELATIONSHIPS:

Establishes and maintains cooperative working relationships with consulting engineers, contractors, external agencies and all employees of the Authority. Represents the Authority in a positive, professional, and confidential manner in dealings with external agencies, contractors, and all other individuals. Maintains professional demeanor, demonstrates leadership, initiatives, good work ethics and team spirit, thus contributes positively to the Engineering Departments overall performance.

MINIMUM QUALIFICATIONS:

1. Bachelor of Science Degree in Civil Engineering.
2. Engineer in Training Certificate, preferred.
3. Ability to obtain New Jersey Professional Engineer License.
4. Knowledge of Microsoft Office and general scheduling programs.
5. Excellent verbal and written communication skills.
6. Must possess a valid New Jersey Driver’s License.",data engineer
"Location: NYC (NY), San Jose (CA), Newark (NJ) or Chicago (IL)

Employment Type: Full time

Start Date: Immediately

To Apply: Submit your application here. Please send any questions about this role to: jobs@bebraven.org. Please do not reach out to the Hiring Manager. Applications submitted via email will not be accepted.


Braven:

The Challenge

In America, we’ve promised that hard work and ambition will be met with equality of opportunity. The reality is that we have a quiet crisis on our hands. Before COVID-19, an African American with a BA was twice as likely to be unemployed as their white counterpart, and a Bachelor’s degree holder from a low-income background started their career earning only two-thirds as much as those from higher-income backgrounds. While education has the potential to be the great equalizer, only 25% of our country’s 1.2 million first-generation or low-income college enrollees are predicted to land a strong job after graduation and be on a path to the American Dream. And with the COVID-19 crisis upon us, now more than ever, college students from humble beginnings need to be prepared to compete for strong jobs.


Our Vision

We believe that our country’s next generation of leaders will emerge from everywhere, but they need a talent strategy that matches them in strength and diversity. We envision an American Dream Team—100,000 diverse leaders-in-the-making—prepared to access and thrive in strong first jobs after college graduation.


Theory of Action

Braven supports untapped students from college to career by partnering with universities, employers, and college success organizations to offer a two-part experience that begins with a credit-bearing college course followed by a post-course experience that lasts through graduation. Fellows emerge from Braven with the skills, experiences and networks they need to land a strong first job and get on a path to economic freedom. Braven has worked with more than 2,300 students at four campuses at Rutgers University-Newark, San José State, Lehman College, and National Louis University to date.


Outcomes

Braven Fellows across the country are persisting in college and achieving exciting levels of internship and job attainment.


95% of our Fellows are persisting in or have graduated from college.
73% of Braven college graduates have at least one internship during college, compared with 49% of first-generation seniors at large state universities, and Braven Fellows outpace the national average for strong job attainment.


Within six months of graduation, 71% of Fellows secured quality full-time jobs worthy of their Bachelor’s degree or enrolled in graduate school, compared to 56% of all students and 49% of students from similar backgrounds.


We believe Braven is a solution and we are on a mission to scale it, equalizing access to the American Dream.


The Role

The Manager of Employer Partnership Data & Operations will be responsible for collaboratively designing, implementing, and improving systems that help a mission-driven organization and its diverse stakeholders get farther, faster. You’ll be a fit for the role if you love finding problems, solving puzzles, and creating process improvements, and you have a deep customer service orientation.


At Braven, employer partnerships fuel Fellow outcomes, support our organization’s growth, and contribute to our fiscal sustainability. To take our work to new heights, we’re looking for somebody who believes deeply in the value of strong systems that scale impact. You’ll be responsible for creating both systems and communications that meet the needs of a wide set of stakeholders, including volunteers, Fellows, employer partners, and staff members ranging from program managers to executive directors. With that in mind, you’ll need to excel at cross-functional collaboration, work well in teams, understand staff and user experiences, use data to inform decisions, and communicate effectively to both staff and external stakeholders.


Responsibilities

Quickly understand Braven’s programs, data systems, and communications in order to lead projects starting in January
Achieve pipeline goals for employer partnerships: recruiting volunteers, sourcing job and internship opportunities, and organizing employer-led engagements
Own a systems redesign of volunteer recruitment registration forms, website pages, automated email communications, and staff-facing dashboards
Create compelling marketing materials and email templates that ladder up to the org-wide employer partnership strategy
Translate bi-directionally between users and engineers, helping tech and data teams understand user needs, and helping users understand newly developed tech tools
Analyze data and make inferences using a variety of sources both quantitative (e.g user engagement data) and qualitative (e.g. empathy research)
Provide excellent customer service by training staff, creating high user engagement, and troubleshooting volunteer, employer partner, and staff needs as they arise
Assist with operations for events with employer partners as needed


To be successful at Braven during this phase of growth, on the External Affairs team, and in this role, you must demonstrate Braven’s core values, skillfully navigate ambiguity and ongoing change, approach problems with curiosity and agency, and welcome constant feedback and learning. You will thrive if you can quickly jump into the Braven context, adapt to unexpected changes, love taking on new challenges, and can get yourself unstuck. You will need to take initiative and find a way when clear structures, systems, processes, and expectations are not well-defined. You must have a high degree of self-ownership, a team and mission-driven orientation, a low degree of ego, and a high degree of grace. This kind of work is not for everyone but if it’s for you, this is a fantastic team of awesome humans and incredibly meaningful work to be a part of. Come join us in shaping the next generation of leaders!


Experiences, Skills, and Traits

At least 3-5 years of work experience; BA or equivalent degree
High degree of technological savvy as a user; experience with customer relationship management and email marketing software preferred (e.g. Salesforce and Mailchimp); experience with agile methodology is also a plus
Experience with project management that includes representatives from diverse teams (e.g. tech, data, product, and legal)
Experience designing empathy-driven, user-centered solutions that generate efficiencies at scale
Very strong writing skills; communications, marketing, design, and UX/UI experience is a plus
Very strong analytical skills; ability to monitor, analyze, synthesize, and report back on data is required
Excels in a fast-paced, team-oriented, start-up environment
Demonstrates alignment with Braven core values
Cultural competence and experience working with diverse populations (both students and professionals) preferred; operate with an asset-based lens
Customer-service orientation
Learns quickly and manages large volumes of feedback on a regular basis


Total Rewards Philosophy

Braven is committed to attracting and retaining extraordinary, diverse leaders who believe deeply in our mission and uphold our core values as organizational leaders and stewards within and outside of the organization. Braven provides a “total rewards package” that encompasses comprehensive and competitive benefits, compensation, recognition, and career development. Current benefits include: Braven covers 85% of health care costs, has unlimited vacation time, matches up to 5% of your 401K contribution starting your first full month, a paid sabbatical after 4 years on staff, and competitive base salaries based on the midpoint of the market among not-for-profit organizations of similar size. We believe in compensating staff members fairly in relation to each other, their qualifications, and their impact on behalf of the organization and take internal equity seriously. Staff who are meeting expectations generally receive an annual 3% increase. Braven conducts benchmarking every other year; based on this external data, some salaries may also receive market adjustments to keep pace with relevant competition in similar roles. Braven reserves the right to change benefits at any time.


The salary for this position depends on your prior work experience. Please be advised, you will have an opportunity to discuss salary in more detail after you begin the application process.


Braven is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status, or any other protected factor. We encourage talented individuals of all backgrounds to apply.",data engineer
"Duties/Minimum Required Qualifications:
Experience with US Army Common Operating Environment “COE” initiatives and the PEO C3T and PM MC portfolio helpful.

Assemble large, complex data sets that meet functional / non-functional requirements.
Identify, design, and implement internal process improvements.
Study and describe the infrastructure required for optimal pulling, pushing, transformation, and loading of data from a wide variety of data sources using SQL, XML and other technologies.
Work with stakeholders including the Product Managers, Lead Engineers and Developers teams to assist with data-related technical issues and support their data infrastructure needs.
Keep data secure using industry standards and strategies for security.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative data designs.
Work with data and analytics experts to strive for greater functionality in our data systems.


Education Preferred:
Bachelor’s Degree (Computer Sciences or Information Technology or similar)


Preferred Skills:
Working SQL, XML and VMF knowledge and experience working with databases, as well as working familiarity with a variety of databases and stores.
Experience building and optimizing data, architectures and data sets.
Experience performing root cause analysis on internal and external data to identify opportunities for improvement.
Strong analytic skills related to working with datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of military messaging, XML and data stores.
Strong project management and organizational skills.
Experience supporting and working with cross-functional teams in a dynamic environment.
Candidate with 5+ years of experience in a Data Engineer, who has attained a Graduate degree in Computer Science, or Engineering.
Experience with DoD practices.
Experience with military C4 systems.

For interest in joining Agile to fulfill this position send resumes to include DSE01 in subject when submitting in the resume:

contact@agilecommunications.com",data engineer
"Vimeo has billions of videos on its platform and millions of people performing searches on that content every month. The Search and Recommendations team works very hard on its search algorithm in order to surface relevant content to its users based on who they are and what their query is, but this is all secondary if the presenting page isn't an appealing place for the user to explore results, add filters, and refine their query. Your task will be to make the search result page a modern, responsive experience, complete with new features like the ability to hover-play a video. Our team has thought of a lot of ways to make this page more functional and visually appealing but we'll be leaning on you for some inspiration as well. Working with our team you'll have the opportunity to learn what makes a good search interface as well as iteratively collaborate towards an optimal solution.

What you'll do:

Develop wireframes to visualize and POC your high level designs
Write clean, portable, and well-documented React code
Work with Design, Product, and Engineering teams to help move projects from conception to launch
Iterate on your implementations and designs in a data driven environment
Gain domain knowledge related to Search by working with experienced search relevance engineers.
Grow technically by learning from talented full stack engineers

What we're seeking:

You are familiar with Javascript and have used a frontend framework such as React, Angular, etc. to develop web applications
You have public code viewable on Github, Bitbucket, etc.
You have an understanding of REST APIs
You have an eye for product design and interactivity, and possess a strong attention to detail

Bonus points:

You are familiar with PHP, Python, Go, or Java
You have strong opinions about how Vimeo search can be improved

About us:

Vimeo is the world's leading professional video platform and community. We empower over 200 million users — from creatives to entrepreneurs to the world's largest brands — to grow their business with video. Our products make it easy to create high-quality, impactful videos and to reach teams, audiences and customers anywhere.

Vimeo is powered by a growing team of over 650 passionate, dedicated humans. We're headquartered in New York City with offices around the world. We believe our impact is greatest when our workforce represents the diverse and global community that we serve, and we're proud to be an equal opportunity employer where diversity, equity and inclusion is prioritized in how we build our products, leaders and culture. Learn more at www.vimeo.com/jobs.",data engineer
"PRIMARY RESPONSIBILITY
The (Senior) Data Engineer will make data accessible and usable for data scientists, analytics teams and decision makers to support down-stream scientific analysis and reporting. This is a highly technical role that blends software development, traditional data engineering, data management, analytics and bioinformatics. He/she will work closely with scientific and IT experts, enterprise architecture, data analysts, and decision makers to enable single version of truth and vastly improve timelines for data and analytics initiatives. Scope includes:

Understand the vision, gather requirements and convert needs to technical / data specifications
Hands-on technical design, coding / implementation, and operational support for every step of a data process
Working alongside data scientists, analysts, IT experts and stakeholders to build / scale data pipelines, data algorithms and production systems and solutions (using commercial packages and custom development)
Management of data flow from source through database to data presentation and/or delivery
Oversight of data processing platforms and tools (e.g. database, data transformation, and integration technologies) and front-end data visualization software (e.g. Spotfire)
Understanding of data schema and design, metadata and analytic requirements in a scientific environment

The (SR) Data Engineer will support fast paced ad-hoc data analysis, individual projects and longer-term enterprise-wide solutions.
KEY RESPONSIBILITIES
Understanding and advocate for the big-picture vision
Gather requirements and convert needs to technical / data specifications
Hands-on data engineering and technical implementation activities including and not limited to:
Technical design, coding, transformation and operational support for every step of a data process
Working alongside data scientists, analysts, IT experts and stakeholders to build / scale data pipelines / algorithms (including tools to monitor performance and completion), and production systems and solutions (using commercial packages and custom development)
Management of data flow from source through database to data presentation and/or delivery
Create end user data visualization (traditional reporting and multi-modal data exploration)
Assemble large, complex data sets to support business needs
Deploy sophisticated analytics programs, machine learning and statistical methods
Data automation
Prepare data for predictive and prescriptive modelling
Data transformation, query, bioinformatic pipeline and visualization techniques
Recommend ways to improve data reliability, efficiency and quality
Oversight of data processing platforms and tools (e.g. database, data transformation, and integration technologies) and front-end data visualization software (e.g. Spotfire)
Optimization of processing performance and data models
Production orchestration (pipelines/algorithms, performance, scale, infrastructure, data flow)
Data governance and data security best practices
QUALIFICATIONS & EXPERIENCE
BSc or MSc degree in a relevant field, such as computer science, statistics, applied mathematics, computational biology, data management, data science, information systems, bioinformatics etc.
Combination of experience in IT software engineering, data management and integration, and data visualization skills with data science or big data background
Experience of partnering with business users, technical specialists and speaking the language of data
Open source and commercial scientific software package experience
Strong data flow design including database schema / low level architecture and transformation skill-sets
Desirable
High performance computing and data storage using cloud technologies
Prior experience in complex biotechnology and / or pharmaceuticals industry
GxP experience
Expertise in Next Generation Sequencing-RNA sequencing data and other bioinformatics tools

Understanding of computational methods, scripting and programming languages, and relevant concepts in cancer biology, biotechnology, immunology and/or geneticss
Prior experience as bioinformatician, biostatician, biotech software programmer or data architect a plus
SKILLS & COMPENTENCIES
Required
Strong and demonstrated software engineering experience using computational programming languages (i.e. R, Python, Java, C++), pipeline lifecycle tools, and popular database programming languages (ie. SQL, PL/SQL) for relational databases, operational data stores and data lakes
Strong ability to design, build and manage data pipelines for data structures encompassing data transformation, data integration, data models, schemas and meta-data
Experience with integration of data from multiple data sources to support down-stream scientific analysis
Strong experience in working with large, heterogeneous datasets in building and optimizing data pipelines, pipeline architectures and integrated datasets using traditional data integration technologies. These should include ETL/ELT, data replication/CDC, message-oriented data movement, API design and access and upcoming data ingestion and integration technologies such as stream data integration, CEP and data virtualization.
Open source and commercial software package experience
Strong experience in working with and optimizing existing ETL processes and data integration and data preparation flows and helping to move them in production
Basic experience working with popular data discovery, analytics and BI software tools like Tableau, Qlik, PowerBI, etc. for semantic-layer-based data discovery and end user visualization
Strong experience in working with data science teams in refining and optimizing data science and machine learning models and algorithms
Demonstrated success in working with large, heterogeneous datasets to extract business value using popular data preparation tools to reduce or even automate parts of the tedious data preparation tasks.
Basic experience in working with data governance/data quality and data security teams in moving data pipelines into production with appropriate data quality, governance and security standards and certification.
Demonstrated ability to work across multiple deployment environments including cloud, on-premises and hybrid, multiple operating systems and through containerization techniques such as Docker, AWS, etc.
Adept in agile methodologies and capable of applying DevOps and increasingly DataOps principles to data pipelines to improve the communication, integration, reuse and automation of data flows between data managers and consumers across an organization
Desirable
Hands on skills with pipeline, data visualization and analysis tools
An understanding of the principles of oncology / immuno-oncology
Outstanding communication, collaboration and partnering skills
Good knowledge of in-process manufacture, research and clinical trial data
Demonstrated ability to work across multiple deployment environments including cloud, on-premises and hybrid, multiple operating systems and through tools such as Docker, AWS, etc.
Demonstrable experience of pipeline workflow tools as used in a life science environment
At Adaptimmune we embrace diversity and equality of opportunity. We believe that the more inclusive we are, the better our work will be. We welcome applications to join our team from all qualified candidates, regardless of age, colour, disability, marital status, national origin, race, religion, gender, sexual orientation, gender identity, veteran status or other legally protected category. It is our intent that all qualified applicants will receive equal consideration for employment.
Powered by JazzHR
4mL6fct3Iw",data engineer
